step,train_loss,val_loss
0,1.6721012592315674,1.733262062072754
200,1.6753883361816406,1.7231626510620117
400,1.6841058731079102,1.7612411975860596
600,1.6776206493377686,1.7354992628097534
800,1.6844298839569092,1.7291585206985474
